0.000000000,0
0.561088435,1
3.460181405,0
4.206757369,1
5.961451247,0
6.469115646,1
9.102131519,-1
9.470385487,1
11.206530612,0
11.448843537,1
18.173582766,0
20.831156462,2
23.345804988,0
23.688662131,2
27.535147392,0
29.134988662,1
34.458185941,0
36.359092970,-1
36.684081632,2
43.235691609,0
43.560748299,2
44.944693877,0
45.173219954,2
52.358117913,1
55.608866213,0
60.556077097,3
80.787324263,0
82.900204081,3
92.457120181,0
94.039591836,1
95.730589569,0
96.494308390,3
103.422494331,0
104.316213151,3
110.826439909,0
111.312607709,1
112.038185941,3
115.796916099,0
119.159365079,2
122.802312925,1
126.703219954,0
128.439297052,3
130.389637188,0
130.714693877,3
133.096689342,0
133.245238095,3
135.083356009,0
135.826122448,3
138.443197278,0
138.633628117,2
145.830975056,0
146.402290249,3
155.115102040,0
158.688911564,3
167.481927437,-1
167.938979591,3
174.100566893,-1
174.369705215,3
179.758752834,0
181.383922902,3
190.742721088,-1
190.971247165,3
193.092244897,1
193.904829931,0
194.229863945,3
198.379795918,2
200.960000000,0
201.639274376,1
203.257278911,0
203.556825396,2
208.114353741,0
208.698390022,1
210.813945578,2
212.071088435,0
212.446961451,3
213.483151927,2
215.283900226,3
216.426734693,0
217.226643990,1
219.810907029,2
220.610884353,0
220.892743764,2
222.181791383,1
227.014739229,3
227.381655328,-1
227.846258503,1
229.740748299,2
230.187482993,1
230.911269841,3
231.354897959,1
231.944240362,2
232.872811791,1
233.650952380,3
234.097687074,0
234.252517006,3
234.545306122,2
234.789047619,1
236.446984126,2
236.809954648,0
236.939591836,1
237.209795918,0
237.288707482,3
237.777687074,1
238.265170068,0
238.351609977,3
238.641020408,-1
238.803514739,1
239.616099773,3
240.207709750,2
241.059047619,-1
241.287573696,1
242.706077097,3
242.991859410,1
244.717641723,3
245.225510204,2
245.597573696,1
246.405147392,3
247.090793650,1
247.890725623,0
248.045600907,3
248.558503401,-1
248.731247165,1
249.797959183,0
256.124149659,2
256.413605442,1
275.606167800,0
285.538866213,0
