0.000000000,0
0.565986394,1
2.323605442,0
3.473968253,1
6.060294784,0
7.741337868,1
13.252267573,0
15.354920634,1
16.335215419,0
18.422698412,1
22.197052154,2
22.623083900,0
24.865532879,2
28.865215419,0
30.001065759,2
32.929909297,0
33.385646258,1
35.489795918,0
35.776621315,1
40.685487528,0
42.480929705,2
44.825260770,0
45.353378684,2
46.381859410,0
46.590090702,2
47.525850340,0
47.664149659,2
48.500476190,0
48.843265306,2
50.057074829,0
50.509138321,2
51.413401360,0
51.575895691,2
52.467482993,0
52.871201814,2
53.714217687,0
54.008820861,2
55.542743764,0
56.934784580,2
59.102040816,1
61.757233560,0
66.930725623,3
75.358299319,-1
75.889002267,3
82.535238095,0
83.079909297,1
84.236190476,0
87.070770975,3
92.845374149,-1
93.274421768,3
99.355782312,0
100.493401360,1
101.092108843,0
102.920816326,2
106.544535147,0
109.206507936,2
111.807052154,0
112.457188208,1
113.757460317,0
118.160090702,3
119.791859410,0
120.604535147,3
123.019614512,0
123.590929705,3
125.805442176,0
126.577460317,2
129.096689342,3
130.599433106,0
131.036122448,3
132.335283446,0
132.619705215,3
133.692607709,0
133.922403628,3
139.190068027,0
139.563356009,3
141.485668934,0
143.646802721,3
154.412925170,-1
155.126417233,3
162.840340136,-1
163.442244897,3
168.270907029,0
169.218027210,3
170.355102040,0
170.489795918,3
171.686145124,0
171.767369614,3
172.910113378,0
173.039569160,3
174.271859410,0
174.393696145,3
175.659705215,0
175.761179138,3
176.853537414,0
176.955056689,3
179.252244897,0
179.573356009,-1
179.942630385,1
180.821247165,0
181.729160997,3
185.475532879,0
185.720430839,3
186.867505668,2
187.492335600,0
188.707346938,2
189.175827664,0
191.431065759,1
195.659750566,0
196.809024943,2
201.789433106,0
203.056666666,1
206.096575963,2
208.074897959,3
209.509818594,0
209.923741496,2
211.254535147,3
214.580408163,0
216.664761904,1
221.277437641,2
222.396145124,0
222.984036281,2
223.599954648,0
223.673560090,2
223.984648526,0
224.027823129,2
224.627301587,0
224.858253968,2
225.894535147,0
226.138276643,1
236.154829931,0
236.427868480,3
236.967460317,1
241.428231292,2
242.057278911,1
243.036122448,3
243.416167800,1
244.387392290,0
244.585419501,2
245.143015873,0
245.485804988,1
246.484013605,3
247.047755102,0
247.210272108,3
247.836167800,2
248.120453514,0
248.643537414,1
249.293605442,0
249.524739229,1
250.961269841,0
251.221043083,2
251.822267573,0
252.165056689,1
252.815124716,0
253.104557823,3
253.683854875,1
254.597959183,0
254.748707482,3
255.085555555,1
256.799682539,0
257.028276643,3
257.783106575,0
258.075056689,2
258.481292517,0
258.603197278,2
259.332154195,0
259.495873015,1
260.483582766,0
260.625736961,1
263.314240362,0
263.547664399,3
264.056099773,0
264.422993197,1
265.280068027,-1
265.622789115,1
267.599931972,3
268.093900226,0
268.293174603,2
268.901700680,0
269.389251700,1
271.287687074,0
271.603832199,3
272.172403628,0
272.314557823,1
275.657188208,3
276.246938775,1
278.400158730,0
282.531927437,2
285.782607709,0
286.610498866,1
300.559092970,0
311.105260770,0
